Session ID,Station ID,Station Location,Charging Start Time,Charging End Time,Charging Duration (mins),Energy Consumed (kWh),Vehicle Type,Battery Level Start (%),Battery Level End (%),Cost of Charging (₹/$),Payment Method,Station Type,Connector Type,User ID,Subscription Plan,Renewable Energy Source Used (%),Charging Station Rating,Charging Status,Comments/Issues
4756f1fb,ST0067,New York,32:21.9,45:21.9,73,18.7,Hatchback,29,41,6.95,Cash,DC Fast Charger,Type 2,USER3234,Free,66,2.1,Failed,Charging interrupted
d5f6004b,ST0016,Chicago,32:21.9,32:21.9,120,34.51,Bus,62,76,14.15,UPI,DC Fast Charger,CCS,USER2044,Monthly,25,4.3,In Progress,Charging interrupted
036f0b75,ST0048,Miami,32:21.9,56:21.9,84,36.75,Hatchback,42,60,18.21,Credit Card,DC Fast Charger,CCS,USER4000,Pay-as-you-go,92,4,Successful,
62b8c88c,ST0088,Chicago,32:21.9,40:21.9,68,29.29,Hatchback,51,77,9.95,Debit Card,Level 2 Charger,CCS,USER6309,Free,64,4,Successful,Slow charging
98b46d0a,ST0089,Boston,32:21.9,09:21.9,97,17.64,Truck,21,35,6.1,Cash,DC Fast Charger,Tesla Supercharger,USER2037,Pay-as-you-go,7,4.3,Successful,Convenient location
8e5f147a,ST0054,Chicago,32:21.9,16:21.9,104,28.85,Sedan,70,100,10.4,Debit Card,DC Fast Charger,CCS,USER7038,Free,29,4.3,Failed,Charging interrupted
e4aeb2d2,ST0036,Boston,32:21.9,23:21.9,111,47.77,Truck,67,95,13.99,Credit Card,Level 2 Charger,Type 2,USER5563,Annual,41,1.4,Successful,Slow charging
1e7bcbe4,ST0060,Miami,32:21.9,15:21.9,43,41.86,Hatchback,29,56,14.59,UPI,DC Fast Charger,Type 2,USER8316,Pay-as-you-go,33,4.2,Successful,
de456d12,ST0042,Seattle,32:21.9,20:21.9,108,34.34,Bus,33,48,7.31,UPI,Level 2 Charger,CCS,USER1813,Pay-as-you-go,93,4.7,Failed,Charging interrupted
9ef13ba0,ST0056,New York,32:21.9,13:21.9,41,33.62,Motorbike,77,100,9.61,UPI,Level 2 Charger,CHAdeMO,USER3372,Free,64,1.1,In Progress,Charging interrupted
081d797d,ST0056,Chicago,32:21.9,00:21.9,28,39.7,Hatchback,9,39,16.98,Credit Card,Fast Charger,Type 2,USER8906,Annual,58,4.9,Successful,Convenient location
836fe175,ST0034,Miami,32:21.9,24:21.9,52,38.82,SUV,30,63,9.99,Wallet,Fast Charger,CHAdeMO,USER9646,Free,22,2.2,Successful,Expensive
3eca504e,ST0081,Seattle,32:21.9,34:21.9,62,44.66,Sedan,79,100,17.62,UPI,Slow Charger,Type 2,USER2069,Free,39,2.4,Failed,Charging interrupted
53532553,ST0035,Los Angeles,32:21.9,30:21.9,118,37.66,Bus,57,78,13.33,UPI,Slow Charger,Tesla Supercharger,USER6329,Free,15,4.5,Successful,
1ff8bd84,ST0057,San Francisco,32:21.9,22:21.9,50,11.76,Motorbike,49,70,2.37,Cash,Fast Charger,Type 2,USER5607,Free,90,4.1,Failed,Charging interrupted
b907e57a,ST0035,Seattle,32:21.9,14:21.9,102,41.99,Hatchback,42,64,13.12,Wallet,Level 2 Charger,Tesla Supercharger,USER8280,Annual,86,3.7,Successful,Great experience
456b87e9,ST0060,Los Angeles,32:21.9,38:21.9,66,30.54,Truck,69,88,13.09,UPI,Level 2 Charger,Tesla Supercharger,USER7208,Annual,2,3.9,In Progress,Charging interrupted
ff84620f,ST0080,Miami,32:21.9,06:21.9,34,43.72,Bus,16,36,17.66,Credit Card,Fast Charger,Type 2,USER6292,Annual,32,3.7,In Progress,Charging interrupted
808637c6,ST0019,Houston,32:21.9,05:21.9,93,41.54,Bus,58,92,14.66,Credit Card,Slow Charger,CHAdeMO,USER6451,Annual,81,4.4,Successful,Expensive
b0119299,ST0069,Boston,32:21.9,25:21.9,113,8.45,SUV,72,100,2.26,Cash,Level 2 Charger,Type 2,USER5549,Pay-as-you-go,64,4.2,In Progress,Charging interrupted
e54c1b6e,ST0074,Los Angeles,32:21.9,13:21.9,41,10.62,Motorbike,23,57,5.3,Wallet,DC Fast Charger,Tesla Supercharger,USER8059,Pay-as-you-go,2,3.5,Failed,Charging interrupted
11b8c2e0,ST0068,San Francisco,32:21.9,53:21.9,81,36.75,Truck,70,83,9.64,Wallet,Level 2 Charger,CCS,USER4085,Pay-as-you-go,83,2.4,In Progress,Charging interrupted
601c54e9,ST0059,Seattle,32:21.9,18:21.9,106,36.43,SUV,36,72,8.43,Credit Card,Level 2 Charger,CCS,USER1690,Free,51,2.8,Failed,Charging interrupted
6c0e4024,ST0090,San Francisco,32:21.9,22:21.9,110,40.5,Sedan,63,90,10.84,UPI,Slow Charger,Type 2,USER7365,Monthly,3,2.1,Failed,Charging interrupted
13a1f31e,ST0003,Seattle,32:21.9,51:21.9,79,29.3,SUV,53,81,14.55,Wallet,Level 2 Charger,CHAdeMO,USER5720,Monthly,19,2.9,Failed,Charging interrupted
1409b682,ST0006,Seattle,32:21.9,24:21.9,52,37.87,Truck,35,65,12.91,Debit Card,DC Fast Charger,Tesla Supercharger,USER7287,Pay-as-you-go,24,1.7,Failed,Charging interrupted
da643b01,ST0045,Chicago,32:21.9,30:21.9,58,47.47,Truck,52,71,21.59,Debit Card,Slow Charger,Tesla Supercharger,USER6843,Monthly,92,1.6,Failed,Charging interrupted
d56f25fb,ST0086,Seattle,32:21.9,26:21.9,54,31.02,SUV,64,83,11.6,Credit Card,Fast Charger,Tesla Supercharger,USER6134,Pay-as-you-go,100,4,Successful,Great experience
2e94a50c,ST0100,Seattle,32:21.9,50:21.9,78,32.81,Bus,9,33,9.97,Credit Card,Fast Charger,CCS,USER1401,Monthly,3,4.6,Successful,
2a40f95d,ST0039,Boston,32:21.9,00:21.9,88,22.83,Hatchback,20,57,8.17,Debit Card,DC Fast Charger,CCS,USER9208,Annual,29,1,Failed,Charging interrupted
fa5117e9,ST0080,Houston,32:21.9,24:21.9,52,11.58,Hatchback,67,99,3.3,Cash,Slow Charger,Type 2,USER9651,Annual,26,1.5,Successful,Convenient location
426f1d79,ST0055,San Francisco,32:21.9,06:21.9,94,48.85,Truck,49,61,10.27,UPI,DC Fast Charger,Type 2,USER6332,Annual,23,1.1,Successful,Great experience
1478712c,ST0093,Houston,32:21.9,56:21.9,24,39.42,Truck,77,94,19.16,UPI,DC Fast Charger,Tesla Supercharger,USER4540,Free,10,1,In Progress,Charging interrupted
198a5c4b,ST0032,Houston,32:21.9,11:21.9,99,39.46,Hatchback,18,38,14.55,Debit Card,DC Fast Charger,Type 2,USER8448,Pay-as-you-go,90,2.5,Failed,Charging interrupted
8723076d,ST0010,New York,32:21.9,58:21.9,86,39.28,Sedan,49,63,9.18,UPI,DC Fast Charger,Tesla Supercharger,USER2709,Pay-as-you-go,82,1.6,Failed,Charging interrupted
c9d4c8a6,ST0082,Houston,32:21.9,02:21.9,30,40.46,Bus,60,80,17.18,Cash,DC Fast Charger,CCS,USER4100,Monthly,8,4.4,Successful,Convenient location
1babef00,ST0038,San Francisco,32:21.9,30:21.9,118,38.29,Sedan,51,78,18.67,Debit Card,Slow Charger,CCS,USER6384,Free,45,4.1,Successful,Slow charging
0a2eddb8,ST0095,Chicago,32:21.9,48:21.9,76,19,Sedan,34,68,8.92,Wallet,DC Fast Charger,CCS,USER4099,Free,44,2.1,In Progress,Charging interrupted
180c9c23,ST0073,Houston,32:21.9,10:21.9,38,36.93,SUV,65,98,10.12,Debit Card,Level 2 Charger,Tesla Supercharger,USER2589,Annual,40,3.3,Successful,Expensive
d566d80a,ST0006,Miami,32:21.9,26:21.9,114,9.83,Truck,18,56,2.05,Cash,Level 2 Charger,Type 2,USER8476,Free,41,1.1,Successful,
c5368a26,ST0074,Miami,32:21.9,08:21.9,36,20.79,Motorbike,22,38,5.26,Wallet,Fast Charger,CHAdeMO,USER4324,Monthly,29,4,In Progress,Charging interrupted
9b46d26a,ST0036,Miami,32:21.9,58:21.9,86,37.6,Truck,73,100,9.57,UPI,Level 2 Charger,CHAdeMO,USER3770,Pay-as-you-go,77,4.1,In Progress,Charging interrupted
7ebfda0f,ST0012,New York,32:21.9,43:21.9,71,22.97,Hatchback,72,100,6.9,Debit Card,Slow Charger,CCS,USER4825,Pay-as-you-go,21,3.1,Successful,Slow charging
f344efc9,ST0036,Miami,32:21.9,59:21.9,27,43.51,Sedan,44,66,15.79,Cash,DC Fast Charger,CHAdeMO,USER8828,Annual,30,1.4,In Progress,Charging interrupted
c78a0a46,ST0095,Boston,32:21.9,47:21.9,75,28.31,Hatchback,41,64,9.34,Debit Card,DC Fast Charger,CHAdeMO,USER3123,Annual,28,3.8,In Progress,Charging interrupted
2f066f4d,ST0043,Seattle,32:21.9,25:21.9,53,42.59,Bus,27,41,19.7,Wallet,Slow Charger,Tesla Supercharger,USER6685,Free,76,4.1,Failed,Charging interrupted
5e076cf6,ST0100,Chicago,32:21.9,08:21.9,36,25.82,Bus,66,100,6.1,Debit Card,Fast Charger,CCS,USER9758,Monthly,33,3.1,Successful,Expensive
8ad096c1,ST0021,Los Angeles,32:21.9,27:21.9,55,43.45,SUV,12,35,11.1,Wallet,Slow Charger,Type 2,USER5488,Pay-as-you-go,49,2.1,In Progress,Charging interrupted
30d3f4f0,ST0033,Seattle,32:21.9,28:21.9,116,31.17,Motorbike,72,92,10.24,Cash,Level 2 Charger,Type 2,USER9087,Pay-as-you-go,68,3.7,Failed,Charging interrupted
665292cd,ST0006,Chicago,32:21.9,43:21.9,71,35.58,SUV,65,94,10.47,Debit Card,Fast Charger,Type 2,USER7168,Pay-as-you-go,89,2,Failed,Charging interrupted
793affbd,ST0089,Houston,32:21.9,01:21.9,29,17.73,Truck,39,65,6.47,Debit Card,DC Fast Charger,CCS,USER1262,Pay-as-you-go,32,1.6,Failed,Charging interrupted
b0e7a7f9,ST0085,Seattle,32:21.9,34:21.9,62,15.51,Truck,52,80,4.82,UPI,Fast Charger,Tesla Supercharger,USER1005,Free,28,1.6,Failed,Charging interrupted
806e9239,ST0098,Los Angeles,32:21.9,12:21.9,40,8.97,Truck,10,38,4.04,Cash,Fast Charger,Type 2,USER4529,Free,3,3.2,Successful,Slow charging
9ba07334,ST0026,New York,32:21.9,53:21.9,21,33.44,Hatchback,74,90,12.53,Cash,Level 2 Charger,Type 2,USER9661,Free,86,3.1,Failed,Charging interrupted
93ead058,ST0050,San Francisco,32:21.9,06:21.9,34,8.5,Sedan,56,80,3.77,Wallet,Slow Charger,Tesla Supercharger,USER3145,Pay-as-you-go,57,3.6,Failed,Charging interrupted
d3ac0926,ST0003,Seattle,32:21.9,40:21.9,68,23.66,SUV,26,52,4.74,Wallet,DC Fast Charger,CCS,USER7972,Pay-as-you-go,88,2.8,Successful,Slow charging
16679fd5,ST0081,New York,32:21.9,45:21.9,73,8.82,Hatchback,54,91,3.89,Credit Card,Slow Charger,CHAdeMO,USER2391,Monthly,57,1.8,Failed,Charging interrupted
6157f340,ST0055,Los Angeles,32:21.9,47:21.9,75,42.5,Truck,40,65,16.58,UPI,DC Fast Charger,Type 2,USER6111,Monthly,66,2.4,In Progress,Charging interrupted
6ba7e936,ST0074,New York,32:21.9,13:21.9,101,9.47,Truck,26,56,2.03,Wallet,DC Fast Charger,Tesla Supercharger,USER4962,Annual,68,2.2,Failed,Charging interrupted
0666f962,ST0013,Miami,32:21.9,21:21.9,109,47.58,Sedan,65,92,19.62,Credit Card,Level 2 Charger,CCS,USER7510,Annual,49,4.6,Failed,Charging interrupted
02d2e28d,ST0082,Houston,32:21.9,47:21.9,75,28.89,SUV,61,76,13.4,Debit Card,Level 2 Charger,Type 2,USER4920,Monthly,30,3,In Progress,Charging interrupted
80d9212d,ST0080,Houston,32:21.9,18:21.9,46,6.74,Truck,38,63,2.96,Credit Card,DC Fast Charger,Tesla Supercharger,USER8167,Pay-as-you-go,15,2.2,Successful,Expensive
81034275,ST0028,Houston,32:21.9,46:21.9,74,24.69,Bus,36,75,5.78,Wallet,Fast Charger,Tesla Supercharger,USER6248,Pay-as-you-go,5,1.4,Failed,Charging interrupted
b0678ec7,ST0048,Los Angeles,32:21.9,25:21.9,53,7.97,Bus,17,28,1.85,Debit Card,DC Fast Charger,Type 2,USER3427,Pay-as-you-go,37,4.4,In Progress,Charging interrupted
a065826f,ST0007,Chicago,32:21.9,51:21.9,19,5.67,Bus,61,83,2.24,Credit Card,Fast Charger,CHAdeMO,USER1964,Monthly,3,2.2,Failed,Charging interrupted
a3b82399,ST0047,Seattle,32:21.9,56:21.9,84,26.16,Bus,25,58,9.13,Cash,Fast Charger,CHAdeMO,USER2154,Free,56,3.2,In Progress,Charging interrupted
3f4eff8f,ST0084,Boston,32:21.9,40:21.9,68,10.71,Hatchback,65,100,4.57,Credit Card,Level 2 Charger,Tesla Supercharger,USER5730,Annual,46,3.7,Successful,Great experience
eeea6ebd,ST0043,Chicago,32:21.9,07:21.9,95,23.24,SUV,62,97,7.68,Debit Card,Slow Charger,Type 2,USER5500,Monthly,57,2.1,In Progress,Charging interrupted
b9f7a58c,ST0018,San Francisco,32:21.9,40:21.9,68,13.54,Hatchback,39,51,5.95,UPI,Slow Charger,CHAdeMO,USER1333,Pay-as-you-go,14,5,In Progress,Charging interrupted
71c08f64,ST0027,Seattle,32:21.9,53:21.9,21,28,Motorbike,76,100,12.53,Credit Card,Level 2 Charger,CHAdeMO,USER6329,Free,71,2.1,Failed,Charging interrupted
347d3f3e,ST0091,Los Angeles,32:21.9,09:21.9,97,23.18,Bus,57,68,7.76,Credit Card,Fast Charger,CCS,USER6492,Free,5,1.1,Successful,Convenient location
0baf2f10,ST0060,Miami,32:21.9,19:21.9,47,43.49,SUV,70,100,14.62,UPI,Slow Charger,Tesla Supercharger,USER7721,Annual,58,3.4,Failed,Charging interrupted
2c4c34ca,ST0024,Seattle,32:21.9,53:21.9,81,5.67,Sedan,11,21,2.29,Cash,Slow Charger,CHAdeMO,USER7853,Pay-as-you-go,13,2.5,Failed,Charging interrupted
4311d6c1,ST0093,New York,32:21.9,49:21.9,77,46.54,Motorbike,54,85,19.53,UPI,Slow Charger,CCS,USER1566,Free,6,4.8,Failed,Charging interrupted
8873526,ST0033,New York,32:21.9,32:21.9,120,20.88,Truck,26,40,9.63,Debit Card,DC Fast Charger,Tesla Supercharger,USER9306,Monthly,5,1.2,In Progress,Charging interrupted
f6c90e49,ST0078,Seattle,32:21.9,22:21.9,110,28.6,Sedan,5,23,14.25,Wallet,Level 2 Charger,CCS,USER3084,Monthly,50,3.4,Failed,Charging interrupted
2b794a1e,ST0066,Miami,32:21.9,19:21.9,107,44.96,Sedan,11,25,20.78,Cash,Level 2 Charger,CCS,USER3775,Free,68,4.1,In Progress,Charging interrupted
8946dc21,ST0040,San Francisco,32:21.9,30:21.9,58,24.15,Motorbike,64,99,10.7,Wallet,Fast Charger,CHAdeMO,USER1574,Annual,96,1.8,Failed,Charging interrupted
6ca6e12c,ST0087,Miami,32:21.9,16:21.9,44,26.1,Motorbike,66,90,7.99,Debit Card,DC Fast Charger,Type 2,USER7585,Pay-as-you-go,19,3.2,Failed,Charging interrupted
1b4dd040,ST0083,Seattle,32:21.9,32:21.9,60,24.4,Motorbike,38,78,9.05,Credit Card,Fast Charger,Type 2,USER2215,Monthly,0,1.1,Failed,Charging interrupted
c8a977cd,ST0046,New York,32:21.9,08:21.9,36,42.94,SUV,46,59,15.88,Debit Card,Level 2 Charger,CHAdeMO,USER6105,Annual,56,4.1,Successful,Great experience
5cf6ffb2,ST0089,Miami,32:21.9,59:21.9,27,18.15,Motorbike,8,32,5.82,UPI,Level 2 Charger,Type 2,USER6267,Annual,81,4.8,In Progress,Charging interrupted
ba58c335,ST0010,New York,32:21.9,59:21.9,27,32.2,Truck,71,81,9.18,UPI,Slow Charger,CHAdeMO,USER8324,Annual,31,3.4,Successful,Convenient location
9c9b7bb7,ST0039,Chicago,32:21.9,37:21.9,65,43.74,Sedan,76,100,15.93,UPI,Slow Charger,Tesla Supercharger,USER6698,Monthly,40,1.8,Failed,Charging interrupted
9755eca0,ST0080,Seattle,32:21.9,27:21.9,55,27.81,Sedan,66,92,13.84,Cash,DC Fast Charger,Tesla Supercharger,USER7301,Monthly,5,4.8,In Progress,Charging interrupted
be0a8a8b,ST0052,New York,32:21.9,04:21.9,32,35.98,Sedan,42,73,15.94,Cash,DC Fast Charger,CHAdeMO,USER4582,Pay-as-you-go,66,1.3,In Progress,Charging interrupted
b8964e84,ST0038,Miami,32:21.9,13:21.9,101,13.44,Sedan,58,80,4.71,Cash,DC Fast Charger,Type 2,USER4774,Monthly,18,4.3,Successful,Convenient location
02a1e416,ST0081,Seattle,32:21.9,50:21.9,78,15.06,Sedan,47,82,6.68,Wallet,Level 2 Charger,CCS,USER5794,Annual,55,4.4,Failed,Charging interrupted
6d47a7a8,ST0045,Chicago,32:21.9,58:21.9,26,8.11,Motorbike,38,72,3.55,UPI,Fast Charger,CHAdeMO,USER2152,Monthly,62,4.8,In Progress,Charging interrupted
b7bf7571,ST0019,Chicago,32:21.9,34:21.9,62,8.54,Bus,15,26,3.77,Cash,Fast Charger,Type 2,USER6683,Annual,36,4.1,Successful,
e105125e,ST0082,San Francisco,32:21.9,02:21.9,90,29.65,Sedan,38,62,10.8,Cash,Fast Charger,CHAdeMO,USER2822,Annual,67,3.4,Successful,Convenient location
335a9870,ST0019,Los Angeles,32:21.9,13:21.9,101,16.76,SUV,30,60,7.57,Cash,Level 2 Charger,Type 2,USER9169,Annual,23,3.6,Failed,Charging interrupted
30e500f8,ST0057,Seattle,32:21.9,08:21.9,36,31.94,Motorbike,44,55,13.48,Credit Card,Slow Charger,Tesla Supercharger,USER6130,Free,80,3.8,Successful,Convenient location
ac4fcc91,ST0087,Houston,32:21.9,08:21.9,96,38.2,Motorbike,80,100,16.02,UPI,Slow Charger,CCS,USER4529,Free,85,3.5,In Progress,Charging interrupted
6.94E+69,ST0069,Boston,32:21.9,54:21.9,82,45.98,Truck,52,88,16.32,Cash,DC Fast Charger,CHAdeMO,USER9167,Monthly,3,4.2,In Progress,Charging interrupted
c11640ed,ST0019,San Francisco,32:21.9,55:21.9,83,33.71,Motorbike,16,28,10.04,Credit Card,Fast Charger,CCS,USER2246,Monthly,9,3.2,Successful,Charger not working
c44b479f,ST0014,San Francisco,32:21.9,00:21.9,28,12.91,Motorbike,32,60,3,UPI,Level 2 Charger,CCS,USER6219,Pay-as-you-go,46,2.6,Successful,Slow charging
5f6f73a0,ST0080,Houston,32:21.9,11:21.9,39,29.8,Truck,14,32,14.53,Credit Card,Fast Charger,CHAdeMO,USER4955,Pay-as-you-go,81,5,In Progress,Charging interrupted
5066657e,ST0016,Houston,32:21.9,05:21.9,33,34.67,SUV,8,25,11.81,Debit Card,Level 2 Charger,Tesla Supercharger,USER5978,Free,72,1.9,Failed,Charging interrupted
87871682,ST0020,Miami,32:21.9,18:21.9,106,47.55,Motorbike,18,46,16.01,Debit Card,Fast Charger,Type 2,USER4209,Pay-as-you-go,26,2.3,In Progress,Charging interrupted
44808663,ST0052,Los Angeles,32:21.9,42:21.9,70,21.59,SUV,57,91,6.88,UPI,DC Fast Charger,CCS,USER6334,Free,19,3.6,In Progress,Charging interrupted
53048db8,ST0071,Miami,32:21.9,06:21.9,94,33.43,Motorbike,12,30,16.09,Credit Card,Slow Charger,Tesla Supercharger,USER1708,Annual,61,1.1,Failed,Charging interrupted
1401d091,ST0086,Houston,32:21.9,00:21.9,88,16.14,Motorbike,13,48,7.28,Debit Card,Fast Charger,Tesla Supercharger,USER9067,Monthly,25,1.9,Failed,Charging interrupted
acd1caef,ST0022,Miami,32:21.9,17:21.9,45,22.2,Bus,16,37,9.56,UPI,Slow Charger,CCS,USER9602,Pay-as-you-go,57,1.7,Successful,
03df5ae5,ST0090,Chicago,32:21.9,08:21.9,96,13.73,Bus,14,30,5.28,Wallet,Fast Charger,Type 2,USER1486,Pay-as-you-go,79,2.8,Failed,Charging interrupted
68d9c867,ST0089,New York,32:21.9,30:21.9,58,34.92,Sedan,36,66,12.31,Wallet,Level 2 Charger,Tesla Supercharger,USER4665,Free,68,3,Successful,Convenient location
c38d3429,ST0087,Seattle,32:21.9,23:21.9,111,14.26,Motorbike,69,83,3.7,Debit Card,DC Fast Charger,Tesla Supercharger,USER2681,Free,65,1.9,Failed,Charging interrupted
0cf42689,ST0070,Miami,32:21.9,10:21.9,98,12.47,SUV,36,55,4.81,Debit Card,DC Fast Charger,CHAdeMO,USER3912,Free,68,3,Successful,Expensive
11db6dd1,ST0070,Miami,32:21.9,59:21.9,87,12.06,Truck,39,65,3.6,Wallet,DC Fast Charger,CHAdeMO,USER7929,Annual,54,1.9,Failed,Charging interrupted
dfb81430,ST0092,San Francisco,32:21.9,57:21.9,25,11.3,Sedan,6,26,5.52,Wallet,Fast Charger,CCS,USER7406,Free,68,2.9,Successful,Charger not working
090b2e04,ST0071,San Francisco,32:21.9,31:21.9,119,19.48,Motorbike,65,77,5.4,UPI,Level 2 Charger,Type 2,USER9914,Pay-as-you-go,39,3.6,Failed,Charging interrupted
2987f20a,ST0089,Los Angeles,32:21.9,20:21.9,108,26.27,SUV,24,61,9.68,Credit Card,Fast Charger,Type 2,USER7930,Annual,29,2.4,Failed,Charging interrupted
2a7f4d04,ST0038,Houston,32:21.9,46:21.9,74,15.82,Hatchback,69,90,4.12,Wallet,Level 2 Charger,Type 2,USER1934,Free,92,1.8,In Progress,Charging interrupted
e2109254,ST0098,Seattle,32:21.9,11:21.9,39,48.91,Bus,59,89,19.98,Wallet,Slow Charger,CHAdeMO,USER8086,Free,54,3,Successful,Slow charging
6cacb144,ST0007,Houston,32:21.9,17:21.9,45,47.02,Motorbike,30,64,9.87,Credit Card,Fast Charger,CCS,USER6818,Annual,78,1.6,In Progress,Charging interrupted
cc983eaa,ST0092,San Francisco,32:21.9,07:21.9,95,35.31,SUV,45,55,13.13,Debit Card,Fast Charger,Type 2,USER8169,Free,41,4,Successful,
e6120cb7,ST0036,Chicago,32:21.9,15:21.9,43,7.24,Motorbike,80,100,1.69,Credit Card,Level 2 Charger,Type 2,USER9825,Free,15,2.9,Failed,Charging interrupted
973b79bd,ST0023,Seattle,32:21.9,59:21.9,87,11.05,Motorbike,58,88,2.75,UPI,Fast Charger,CCS,USER5655,Pay-as-you-go,12,1.8,Failed,Charging interrupted
781b2504,ST0064,Houston,32:21.9,28:21.9,56,41.09,Motorbike,80,100,16.86,Credit Card,Level 2 Charger,CCS,USER8159,Pay-as-you-go,83,2.3,Failed,Charging interrupted
d118ff93,ST0008,Chicago,32:21.9,14:21.9,102,34.35,Truck,72,91,9.44,UPI,Level 2 Charger,Tesla Supercharger,USER1636,Annual,92,1.5,Failed,Charging interrupted
e2f4e7b8,ST0031,New York,32:21.9,08:21.9,96,30.92,Truck,27,56,9.46,UPI,Level 2 Charger,Tesla Supercharger,USER6636,Free,51,4.1,Failed,Charging interrupted
ff99e1d6,ST0035,Los Angeles,32:21.9,47:21.9,75,35.62,Truck,13,47,16.57,UPI,Slow Charger,Type 2,USER4183,Annual,67,4.2,Successful,Slow charging
82628123,ST0057,San Francisco,32:21.9,12:21.9,100,44.95,Hatchback,18,58,18.15,Debit Card,Fast Charger,CCS,USER9763,Annual,90,2.1,In Progress,Charging interrupted
bfead3b5,ST0055,Boston,32:21.9,27:21.9,55,9.84,Truck,53,80,2.13,Cash,Level 2 Charger,CCS,USER4536,Monthly,27,3.5,Successful,
f441dd00,ST0050,Seattle,32:21.9,11:21.9,99,26.2,Sedan,47,85,7.42,Cash,Level 2 Charger,Tesla Supercharger,USER5700,Annual,52,3.8,Failed,Charging interrupted
76f5876f,ST0018,Houston,32:21.9,20:21.9,108,23.85,Hatchback,51,72,9.1,Debit Card,Slow Charger,Type 2,USER6235,Monthly,87,1.1,Failed,Charging interrupted
8907bef2,ST0013,Miami,32:21.9,25:21.9,53,28.28,Motorbike,57,91,10.04,Wallet,DC Fast Charger,CHAdeMO,USER5065,Annual,93,3.1,Successful,Great experience
eeb23a4f,ST0054,Seattle,32:21.9,47:21.9,75,32.26,Bus,30,49,10.42,UPI,Slow Charger,Tesla Supercharger,USER4922,Annual,96,1.6,Successful,Charger not working
a94d5909,ST0021,Los Angeles,32:21.9,18:21.9,106,16.6,Sedan,23,39,8.14,Credit Card,DC Fast Charger,Tesla Supercharger,USER5515,Monthly,89,4.6,In Progress,Charging interrupted
ac860770,ST0054,Seattle,32:21.9,11:21.9,39,7.17,Bus,20,35,3.35,Cash,Slow Charger,CCS,USER4433,Annual,9,2.8,Successful,Great experience
a5a527e6,ST0055,San Francisco,32:21.9,20:21.9,108,26.44,Sedan,20,41,11.47,Wallet,DC Fast Charger,Type 2,USER9597,Monthly,33,4.9,In Progress,Charging interrupted
e86a8fcc,ST0071,New York,32:21.9,45:21.9,73,12.51,Hatchback,48,85,3.61,Cash,Slow Charger,CHAdeMO,USER4941,Pay-as-you-go,23,3.7,In Progress,Charging interrupted
e0ce096b,ST0082,Chicago,32:21.9,31:21.9,59,27.75,Hatchback,78,92,7.96,UPI,DC Fast Charger,CCS,USER9974,Pay-as-you-go,1,4.2,Successful,Slow charging
c38ec4aa,ST0043,Chicago,32:21.9,46:21.9,74,23.75,Truck,19,46,8.56,Wallet,DC Fast Charger,Type 2,USER5569,Monthly,11,2.5,Successful,Slow charging
4b7f097f,ST0038,Boston,32:21.9,29:21.9,57,35.98,Motorbike,20,54,10.85,Credit Card,Slow Charger,Type 2,USER5905,Pay-as-you-go,19,3,In Progress,Charging interrupted
a91ac0a9,ST0038,Chicago,32:21.9,20:21.9,48,12.07,Motorbike,5,23,5.38,Wallet,Fast Charger,CHAdeMO,USER4536,Monthly,53,2.5,Successful,
c28bfe5f,ST0044,Houston,32:21.9,33:21.9,61,30.11,Truck,53,85,9.76,UPI,DC Fast Charger,Type 2,USER4763,Annual,74,5,Successful,Convenient location
b4137e8c,ST0033,New York,32:21.9,16:21.9,44,18.97,Bus,80,90,4.54,Credit Card,Level 2 Charger,CHAdeMO,USER8660,Free,14,2.2,In Progress,Charging interrupted
b35e46fd,ST0090,Chicago,32:21.9,55:21.9,83,38.33,Motorbike,8,34,13.97,UPI,Fast Charger,Tesla Supercharger,USER2418,Monthly,18,3.5,Failed,Charging interrupted
d1936d37,ST0078,Seattle,32:21.9,55:21.9,23,31.87,Motorbike,71,100,12.02,Cash,Slow Charger,CCS,USER9679,Free,37,1.5,Successful,Great experience
2c304d2c,ST0020,Miami,32:21.9,26:21.9,114,15.35,Truck,49,64,4.21,Wallet,Level 2 Charger,Type 2,USER3740,Free,9,3.6,In Progress,Charging interrupted
96c0f64f,ST0052,Chicago,32:21.9,00:21.9,88,28.72,Hatchback,79,100,6.5,Wallet,DC Fast Charger,Type 2,USER7822,Monthly,42,4.8,Failed,Charging interrupted
66b936da,ST0047,Houston,32:21.9,07:21.9,95,36.64,Motorbike,47,68,8.53,Cash,Fast Charger,CCS,USER3144,Annual,100,1.4,Failed,Charging interrupted
32b02d7c,ST0016,Houston,32:21.9,47:21.9,75,45.58,Sedan,50,83,9.28,Wallet,Level 2 Charger,Type 2,USER4065,Free,4,4.1,Failed,Charging interrupted
9feed59c,ST0034,San Francisco,32:21.9,09:21.9,37,25.3,Hatchback,53,67,7.89,UPI,Slow Charger,Tesla Supercharger,USER9606,Pay-as-you-go,31,3.1,In Progress,Charging interrupted
b7d87429,ST0036,San Francisco,32:21.9,26:21.9,114,38.72,Hatchback,47,61,11.13,Debit Card,Slow Charger,Type 2,USER2955,Free,80,1.2,Failed,Charging interrupted
f596c29d,ST0049,Los Angeles,32:21.9,37:21.9,65,19.75,Sedan,24,36,4.8,Credit Card,DC Fast Charger,Tesla Supercharger,USER2320,Annual,36,2.8,Failed,Charging interrupted
